bookid,paixu,CASno,bookname,enbookname,ordernum,fapiaonum,krname,date1,date2,cjsl,style,price1,price2,ysfs,ysfy,hl,zsh,huokuan,lirun,yundan,date3,cpgg,baozhuang,isyp,gyscontact,gysname,iskucun,kucun,fj1,fj2,ywy,isjs,isdh,isfh,isfp,isfxbg,zhfrom,ists,date4,issh,iskp,isgcfp,mylx,ishx,date5,iswcts,ishkqf,qgchk,krqk,isok,krkpdz,krfhdz,content
14884,1,932710-63-9,[(4-(Ncomma_format_wuqN-二甲氨基)苯基]二叔丁基膦,Bis(di-tert-butyl)-4-dimethylaminophenylphosphine,Lab25022017-K,,1044,2017/2/27,5~8天,10g,0,650,US$ 149,fedex,,,149,650,250,7180 2307 1690,,,,0,,武汉朋和科技有限公司,0,,,,薛奇汶,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月27日已付款.
14885,1,288-42-6,恶唑；1comma_format_wuq3-恶唑,Oxazolecomma_format_wuq 98%min,17-0213079,,0037,2017/2/27,5~8天,50g,0,2300,$482,fedex,,,482,2300,880,7180 2307 1656,,,,0,,上海凯曼化工,0,,,,星星,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月27日已付款.
14886,1,50-78-2,阿司匹林,Acetylsalicylic acidcomma_format_wuq USP grade,PO02771,,1001,2017/2/28,5~8天,25kg,0,875,USD362,fedex,,,362,875,480,726473989760,,,,0,,华阴市锦前程药业有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"发经济快递next_line_format17年2月28日已付款."
14887,1,2943-75-1,正辛基三乙氧基硅烷,OCTYLTRIETHOXYSILANE 98%,BE17000190,,1002,2017/2/28,5~8天,10kg,0,450,USD225,fedex,,,225,450,450,726473991038,,,,0,,科贝瑞,0,,,,张哲杰,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14888,1,19719-28-9,2comma_format_wuq4-二氯苯乙酸,2comma_format_wuq4-Dichlorophenylacetic acid 99%,BE17000191,,1002,2017/2/28,5~8天,1kg,0,150,USD99,fedex,,,99,150,400,726473941960,,,,0,,镇江双赢化工有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14889,1,14024-63-6,乙酰丙酮锌,Zinc Acetylacetonate 23~26%,BE17000192,,1002,2017/2/28,5~8天,5kg,0,250,USD170,fedex,,,170,250,500,7180 2307 1417,,,,0,,湖州市菱湖新望化学有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14890,1,16630-52-7,3-甲硫基丁醛,3-(Methylthio) butanal,403,,1005,2017/2/28,5~8天,11kg,0,720/kg,USD1980,fedex,,,1980,7920,4500,7180 2307 2181,,,,0,,枣庄九星精细化工有限公司,0,,,,星星,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月7日已付款.
14891,1,61036-62-2,替考拉宁,Teicoplanin EP8.1 Grade,GB1835,,1078,2017/2/28,5~8天,1kg,0,61000,USD11650,fedex,,,11650,61000,25000,7180 2307 1792,,,,0,,丽珠福兴,0,,,,小郑,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,"29419090  退15个点next_line_format3月2日已付款."
14892,1,29836-26-8,正辛基-beta-D-吡喃葡糖苷,OCTYLGLUCOSIDE,GB1835,,1078,2017/2/28,5~8天,1kg,0,10000,USD1896,fedex,,,1896,10000,2700,7180 2307 1792,,,,0,,北京凯森莱,0,,,,星星,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14893,1,4270-27-3,6-氯尿嘧啶,6-Chlorouracilcomma_format_wuq 98%min,17-0213086/1,,0037,2017/2/28,5~8天,50g,0,150,$79,fedex,,,79,150,300,7180 2307 1656,,,,0,,辽阳久隆医药,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14894,1,51-20-7,5-溴尿嘧啶,5-Bromouracilcomma_format_wuq 98%min,17-0213086/2,,0037,2017/2/28,5~8天,50g,0,150,$87,fedex,,,87,150,400,7180 2307 1656,,,,0,,辽阳久隆医药化工有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14895,1,467458-02-2,N-[2-(6-氟-1H-吲哚-3-基)乙基]-3-(2comma_format_wuq2comma_format_wuq3comma_format_wuq3-四氟丙氧基)苄基胺单盐酸盐,Idalopirdine Hydrochloride(or Lu AE 58054 Hydrochloride)comma_format_wuq 98%,17-0213087,,0037,2017/2/28,5~8天,1g,0,4000,$896,fedex,,,896,4000,2000,7180 2307 1656,,,,0,,瀚香,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,2月28日已付款.
14896,1,660-68-4,二乙胺盐酸盐,DIETHYLAMINE HYDROCHLORIDE 99%,BE17000194,,1002,2017/3/1,5~8天,10kg,0,250,USD202,fedex,,,202,250,480,726474003045,,,,0,,盐城永昌药业有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14897,1,129-06-6,华法林钠(加急),3-(alpha-Acetonylbenzyl)-4-hydroxycoumarin sodium usp30,BE17000193,,1002,2017/3/1,5~8天,5kg,0,6500,USD1140,,,,1140,6500,800,,,,,0,,罗田县新普生药业有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14898,1,637-01-4,Ncomma_format_wuqNcomma_format_wuqN'comma_format_wuqN'-四甲基对苯二胺二盐酸盐,Ncomma_format_wuqNcomma_format_wuqN'comma_format_wuqN'-Tetramethyl-p-phenylenediamine dihydrochloride 98%,BE17000195,,1002,2017/3/1,5~8天,250g,0,2400,usd468,fedex,,,468,2400,620,726473991038,,,,0,,苏州昊帆,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14899,1,123-75-1,四氢吡咯,Pyrrolidine 99%,BE17000196,,1002,2017/3/1,5~8天,25kg,0,2125,USD570,fedex,,,570,2125,500,726473988546,,,,0,,曲阜市弘利,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14900,1,557-66-4,一乙胺盐酸盐,Ethylamine hydrochloride 99%,BE17000196,,1002,2017/3/1,5~8天,25kg,0,375,usd290,,,,290,375,450,,,,,0,,江苏省金坛市西南化工研究所 杨,0,,,,小郑,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14901,1,593-51-1,甲胺comma_format_wuq盐酸盐,Methylamine hydrochloride 99%,BE17000196,,1002,2017/3/1,5~8天,25kg,0,20/kg,USD285,fedex,,,285,500,300,726473963472,,,,0,,江苏省金坛市西南化工研究所,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款.
14902,1,10540-29-1,他莫昔芬,Tamoxifen  99%,PO02780,,1001,2017/3/1,5~8天,50g,0,180,USD66,fedex,,,66,180,180,7180 2307 1678,,,,0,,昆山三友医药原料有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月1日已付款。
14903,1,87-79-6,L-山梨糖,L-Sorbose,PO02783,,1001,2017/3/1,5~8天,1kg,0,1400,USD305,fedex,,,305,1400,500,726473989760,,,,0,,湖南华腾,0,,,,薛奇汶,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14904,1,30925-07-6,L-胱氨酸盐酸盐,L-CYSTINE DIHYDROCHLORIDE,LAB010317,,1044,2017/3/2,5~8天,100g,0,,USD66,,,,66,0,0,,,,,0,,库存,0,,,,小杨,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,
14905,1,667-27-6,二氟溴乙酸乙酯,Ethyl bromo difluoro acetate,LAB010317,,1044,2017/3/2,5~8天,4.5kg,0,450/kg,USD612,fedex,,,612,2025,1100,726474020140,,,,0,,上海秦巴/上氟科技,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月2日已付款.
14906,1,19436-52-3,N-乙酰-D-丙氨酸,N-Acetyl-D-Alanine,MY170302,,1021,2017/3/2,5~8天,1kg,0,700,USD266,fedex,,,266,700,900,7180 2307 2961,,,,0,,四川同晟氨基酸有限公司,0,,,,小杨,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月2日已付款.
14907,1,63525-48-4,2comma_format_wuq5-二溴苯-1comma_format_wuq4-二甲醛,2comma_format_wuq5-Dibromoterephthalaldehyde,,,0007,2017/3/2,5~8天,10g,0,1900,USD 370,fedex,,,370,1900,500,7180 2307 1770,,,,0,17753568363  孙,烟台盛凯伦化学科技有限公司,0,,,,星星,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月2日已付款.
14908,1,38214-46-9,6-氨基嘧啶-4-羧酸,4-Pyrimidinecarboxylic acidcomma_format_wuq 6-amino-comma_format_wuq 97%min,17-0313089,,0037,2017/3/2,5~8天,1g,0,980,$200,fedex,,,200,980,300,7180 2307 1656,,,,0,,上海毕得,0,,,,薛,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月2日已付款.
14909,1,17455-13-9,18-冠醚-6,18C6,BE17000198,,1002,2017/3/2,5~8天,1kg*5,0,2000,USD450,fedex,,,450,2000,600,726474003045,,,,0,,肯特,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14910,1,61270-78-8,头孢尼西钠,Cefonicid sodium,01032017,,1056,2017/3/2,5~8天,100g,0,500,USD445,fedex,,,445,500,2350,7180 2307 2300,,,,0,,华北制药集团河北华民,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月7日已付款.
14911,1,18686-82-3,去甲噻二唑,2-Mercapto-1comma_format_wuq3comma_format_wuq4-thiadiazole 98%,BE17000199,,1002,2017/3/2,5~8天,25kg,0,4500,USD1095,fedex,,,1095,4500,1700,726473987930,,,,0,,浙江华方药业有限责任公司,0,,,,,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日对公汇.
14912,1,618-83-7,5-羟基间苯二酸,5-Hydroxyisophthalic acid 99%,BE17000201,,1002,2017/3/2,5~8天,10kg,0,2200,USD760,fedex,,,760,2200,2300,7180 2307 1830,,,,0,,常州强达宝成化工有限公司,0,,,,小杨,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14913,1,110-80-5,乙二醇单乙醚,2-Ethoxyethanol,BE17000202,,1002,2017/3/2,空运,570kg,0,13.5/kg,USD3933,3月9日杭州中外运走 15.5/kg 打两托,,,3933,7410,8000,,,,,0,,德纳国际企业,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14914,1,58288-50-9,羟基钴胺素盐酸盐,Hydroxocobalamin hydrochloride,03032017,,1056,2017/3/3,5~8天,5g,0,400,USD135,fedex,,,135,400,400,7180 2307 2300,,,,0,13833397769  陈  qq 490248230,华北制药威可达,0,,,,薛,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14915,1,3240-34-4,二乙酸碘苯,Iodobenzene diacetate 98%,02032017/3,,1056,2017/3/3,5~8天,1kg,0,550,USD246,fedex,,,246,550,950,7180 2307 1873,,,,0,,苏州宝港生物科技有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14916,1,120-72-9,吲哚,Indole  98%,02032017/3,,1056,2017/3/3,5~8天,1kg,0,160,USD90,fedex,,,90,160,350,7180 2307 1873,,,,0,,江苏常州后美化工厂,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14917,1,112-39-0,十六酸甲酯,Methyl palmitate 98%,BE17000203,,1002,2017/3/3,5~8天,25kg,0,900,USD400,fedex,,,400,900,450,7180 2307 2056,,,,0,卫雪地 +86-13906839916,海盐县精细化工有限公司,0,,,,,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14918,1,10117-38-1,无水亚硫酸钾,Potassium sulfite 96%,BE17000206,,1002,2017/3/3,空运,150kg,0,2850,USD1545,3月13日杭州中外运走 16/kg 不打托,,,1545,2850,4200,,,,,0,13573362752 王刚,淄博长城化工厂,0,,,,,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.磷酸氢锶
14919,1,207591-86-4,4-硝基-L-苯丙氨酸一水合物,4-Nitro-L-Phenylalanine monohydrate  20160427.,BE17000207,,1002,2017/3/3,5~8天,10kg,0,570/kg,USD1280,fedex,,,1280,5700,2300,7180 2307 1830,,,,0,,蒽莱,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14920,1,128-08-5,N-溴代丁二酰亚胺,N-Bromosuccinimide 99%,PO02796,,1001,2017/3/3,空运,25kg*9,0,50/kg,USD2655,3月7日杭州中外运走 不打托 `16/kg,,,2655,11250,2200,,,,,0,,德清县银苑,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"客户的货代换了next_line_format3月3日已付款."
14921,1,5451-09-2,5-氨基乙酰丙酸盐酸盐,5-Aminolevulinic acid hydrochloride 98%,1292,,0029,2017/3/3,5~8天,100g,0,1600,Usd425,fedex,,,425,1600,1100,7180 2307 1910,,,,0,,上海易全化学,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14922,1,7517-19-3,L-亮氨酸甲酯盐酸盐,L-LEUCINE METHYL ESTER HYDROCHLORIDE 98%,1292,,0029,2017/3/3,5~8天,500g,0,250,USD103,fedex,,,103,250,350,7180 2307 1910,,,,0,,扬州市奥鑫助剂厂,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14923,1,51940-63-7,6-氯嘧啶-4-羧酸乙酯(工厂做不出来),ethyl 6-chloropyrimidine-4-carboxylate,ASM 2017-02-03 JH,,11146,2017/3/3,定做2周,200g,0,4000,USD836,,,,836,4000,1500,,,,,0,南京药诚025-57043319 66032755 15261831516,南京药诚医药科技有限公司,0,,,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,已安排定做。
14924,1,548-83-4,高良姜素,Galangin,JH-118,,1055,2017/3/3,5~8天,8g,0,400/g,USD880,fedex,,,880,3200,2600,7180 2307 1737,,,,0,,维克奇,0,,,,小杨,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14925,1,144051-68-3,培美曲塞杂质D,Pemetrexed impurity Dcomma_format_wuq 95%min,17-0313093,,0037,2017/3/3,5~8天,50mg,0,2000,$1comma_format_wuq115,fedex,,,1115,2000,5400,7180 2307 1715,,,,0,,苏州睿煜达医药,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14926,1,128639-02-1,氟酮唑草,Carfentrazone-ethyl 90%,200479,,0001,2017/3/3,5~8天,10g,0,0,USD140,fedex,,,140,0,800,7180 2307 1932,,,,0,,山东瀚联化工科技有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已安排.
14927,1,65391-42-6,盐酸贝他定,Bestatin hydrochloride 98%,PO02798,,1001,2017/3/3,5~8天,1g,0,300,USD100,fedex,,,100,300,300,7180 2307 1998,,,,0,,成都傲飞,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月3日已付款.
14928,1,12092-47-6,(1comma_format_wuq5-环辛二烯)氯铑(I)二聚体,Chloro(1comma_format_wuq5-cyclooctadiene)rhodium(I)comma_format_wuq dimer 40.91~41.74%,1293,,0029,2017/3/6,5~8天,10g,0,1900,usd378,fedex,,,378,1900,500,7180 2307 1910,,,,0,,汉氏铂业,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14929,1,784-38-3,2-氨基-5-氯-2'-氟二苯甲酮,2-Amino-5-chloro-2'-fluorobenzophenone 98%,PO02799,,1001,2017/3/6,5~8天,1kg,0,800,USD195,fedex,,,195,800,380,726474020894,,,,0,,上饶市金丰医药化工有限公司,0,,,,任如意,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款.
14931,1,91-17-8,萘烷,DECAHYDRONAPHTHALENEcomma_format_wuq MIXTURE OF CIS + TRANS,APO1-170300011/DR3086-000000-53SE,,0051,2017/3/6,海运定做20天,180kg*40,0,USD6.08/kg,USD54576,4月20日 上海鸿盛走 打4托不买单 5月4日打6托 不买单,,,54576,43776,65000,,,,,0,,南通大定化工有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"先发16桶3月8日已支付13133美金.next_line_format4月11日已付款4377.4美金.next_line_format4月25日已付款26265.6美金"
14932,1,2923-56-0,4-三氟甲基苯肼盐酸盐,4-(Trifluoromethyl)phenylhydrazine hydrochloride,LAB060417,,1044,2017/3/6,5~8天,7kg,0,1750/kg,USD2366,fedex,,,2366,12250,3300,726474020140,,,,0,,邢台奥帆医药科技有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14933,1,86386-73-4,氟康唑,Fluconazole,06032017,,1056,2017/3/6,5~8天,100g,0,180,USD79,fedex,,,79,180,250,7180 2307 1873,,,,0,,浙江金伯士药业有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14934,1,93-25-4,2-甲氧基苯乙酸,2-Methoxyphenylacetic acid 99%,BE17000208,,1002,2017/3/6,5~8天,2.5kg,0,750,USD210,fedex,,,210,750,420,7180 2307 1954,,,,0,,泰州市鑫鑫化工有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14935,1,1948-33-0,2-叔丁基对苯二酚,tert-Butylhydroquinone,BE17000209,,1002,2017/3/6,5~8天,20kg,0,2400,USD680,fedex,,,680,2400,1150,7180 2307 1954,,,,0,,滕州市天益工贸,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14936,1,7188-38-7,叔丁基异氰酸酯,tert-Butyl isocyanide 97%,BE17000210,,1002,2017/3/6,5~8天,100g,0,3150,USD723,fedex,,,723,3150,1600,727725083760,,,,0,,郑州今斯孚化学有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14937,1,619-44-3,对碘苯甲酸甲酯,Methyl 4-iodobenzoate 99%,JH-119,,1055,2017/3/6,5~8天,1.5kg,0,1500,usd327,fedex,,,327,1500,450,7180 2307 1851,,,,0,,天津法莫西医药科技有限公司,0,,,,任如意,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月6日已付款。
14938,1,459-57-4,对氟苯甲醛,4-Fluorobenzaldehyde 99%,BE17000212,,1002,2017/3/7,5~8天,25kg,0,1625,USD515,fedex,,,515,1625,550,7180 2307 2207,,,,0,,沭阳金凯化工厂,0,,,,薛奇汶,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月9日已付款.
14939,1,100-52-7,苯甲醛,Benzaldehyde 99%,BE17000212,,1002,2017/3/7,5~8天,25kg,0,25/kg,USD350,fedex,,,350,625,400,7180 2307 2207,,,,0,,应城市武瀚有机材料,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月7日已付款.
14940,1,7784-18-1,氟化铝无水,Aluminium fluoride,APO3-170300010/AT3015-000000-27SE,,0051,2017/3/7,5~8天,1kg*2,0,0,USD78,,,,78,0,300,,,,,0,,禹州市德亿化工产品有限公司,0,,,,小杨,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,3月7日已安排.
14941,1,24241-18-7,2-氨基-3comma_format_wuq5-二溴吡嗪,2-Amino-3comma_format_wuq5-dibromopyrazine,170757,,1066,2017/3/7,5~8天,1kg,0,1800,USD376,fedex,,,376,1800,600,7180 2307 1895,,,,0,,北京嘉盛扬医药科技有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月7日已付款.
14942,1,75-97-8,频哪酮,Pinacolone,Lab07032017-K,,1044,2017/3/7,5~8天,5L,0,300,USD295,fedex,,,295,300,1000,7180 2307 2230,,,,0,,盐城利民,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14943,1,2386-52-9,甲烷磺酸银,Silver Mesylate 99%,PO02806,,1001,2017/3/7,5~8天,250g,0,1000,USD242,fedex,,,242,1000,500,7180 2307 2550,,,,0,,南京拉瑞精细化工,0,,,,薛奇汶,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14944,1,1304-76-3,氧化铋,Bismuth (III) oxide  99%,BE17000213,,1002,2017/3/8,5~8天,50kg,0,75/kg,USD1080,fedex,,,1080,3750,1100,7180 2307 2321,,,,0,刘 13980607927,成都蜀都纳米材料,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14945,1,459-03-0,4-氟苯基丙酮,4-Fluorophenylacetone 98%,BE17000216,,1002,2017/3/8,5~8天,1kg,0,1500,USD305,fedex,,,305,1500,400,7180 2307 1954,,,,0,,连云港淳达,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14946,1,66490-33-3,4-氯代苯并噻吩,4-chloro- Benzo[b]thiophene,Lab07032017-K2,,1044,2017/3/8,5~8天,5g,0,200,US$ 78,fedex,,,78,200,220,7180 2307 2230,,,,0,,重庆星灿医药,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14947,1,120068-37-3,氟虫腈,Fipronil 96%,BE17000218,,1002,2017/3/8,5~8天,100g,0,200,USD86,fedex,,,86,200,300,7180 2307 2321,,,,0,,江苏托球,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14948,1,3012-65-5,柠檬酸氢铵,DI-AMMONIUM HYDROGEN CITRATE USP,BE17000219,,1002,2017/3/8,空运,125kg,0,4375,USD1275,3月13日杭州中外运走 16/kg 不打托,,,1275,4375,1300,,,,,0,,南通市飞宇精细化学品有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.硫代硫酸钠
14949,1,14402-67-6,草酸钛钾二水,Potassium titanium oxide oxalate dihydrate 98%,BE17000220,,1002,2017/3/8,5~8天,50kg,0,60/kg,USD875,tnt,,,875,3000,500,937093334,,,,0,,上海大丰化工有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14950,1,1116-76-3,三辛胺,Trioctylamine 97%,BE17000221,,1002,2017/3/8,5~8天,25g,0,0,0,fedex,,,0,0,0,7180 2307 1954,,,,0,,张家港市大伟助剂有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已安排.
14951,1,100-10-7,对二甲氨基苯甲醛,4-(Dimethylamino)benzaldehyde 99%,PO02808,,1001,2017/3/8,5~8天,50kg,0,200/kg,USD2100,fedex,,,2100,10000,1800,7180 2307 1998,,,,0,,常州永和精细化学有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14952,1,24390-14-5,盐酸强力霉素,Doxycycline hyclate  USP,7443,,1043,2017/3/8,5~8天,20kg,0,7050,USD1840,fedex,,,1840,7050,4400,7180 2307 2593,,,,0,,盐城苏海制药有限公司,0,,,,小杨,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月15日已付款.
14953,1,321921-71-5,正丁基二(1-金刚烷基)膦,Butyldi-1-adamantylphosphine 98%,,,0007,2017/3/8,5~8天,25g*8,0,6800,USD1168,fedex,,,1168,6800,1000,7180 2307 2251,,,,0,,北京格林凯默科技有限公司,0,,,,张哲杰,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月10日已付款.
14954,1,7789-75-5,氟化钙,Calcium fluoride 99.5%,I170308003,,0004,2017/3/8,5~8天,5kg*2,0,1306.6,USD360,,,,360,1307,600,,,,,0,,阿拉丁,0,,,,,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14955,1,7789-24-4,氟化锂,Lithium fluoride 99.9%,I170308003,,0004,2017/3/8,5~8天,1kg*10,0,3100,USD840,fedex,,,840,3100,2000,7180 2307 2273,,,,0,,江西东鹏,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14956,1,7681-49-4,氟化钠,Sodium fluoride  99.9%,I170308003,,0004,2017/3/8,5~8天,5kg*2,0,300,USD300,fedex,,,300,300,1100,7180 2307 2273,,,,0,,山东华氟化工有限责任公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14957,1,321-14-2,5-氯水杨酸,5-Chlorosalicylic acid 98%,BE17000214,,1002,2017/3/8,5~8天,10kg,0,650,USD245,fedex,,,245,650,400,7180 2307 2115,,,,0,,南翔试剂,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月9日已付款.
14958,1,95-54-5,邻苯二胺,o-Phenylenediamine  99%,BE17000214,,1002,2017/3/8,5~8天,6kg,0,360,USD180,fedex,,,180,360,350,7180 2307 2115,,,,0,,靖江市德诚化工有限公司,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月8日已付款.
14959,1,101-02-0,亚磷酸三苯酯,Triphenyl phosphite,BE17000214,,1002,2017/3/8,5~8天,18kg,0,360,USD306,fedex,,,306,360,700,7180 2307 2034,,,,0,,江苏昌和化学有限公司,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月9日已付款.
14960,1,3081-61-6,L-茶氨酸,L-Theanin  (Food Grade),Lab08032017-K,,1044,2017/3/8,5~8天,15kg,0,2400,US$ 675,fedex,,,675,2400,1400,7180 2307 2230,,,,0,,洪雅县雅星生物,0,,,,胡,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月9日已付款.
14961,1,142-03-0,碱式醋酸铝,Aluminium acetate basic,36153/Phion No. 36635459,,1076,2017/3/9,5~8天,19kg,0,1900,USD570,fedex,,,570,1900,900,7180 2307 3008,,,,0,,温州市化学用料厂,0,,,,小郑,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,3月9日已付款.
14962,1,70557-99-2,碘甲基硼酸频哪醇酯,Iodomethylboronic acidcomma_format_wuq pinacol ester 98%,48258,Lincy,1052,2017/3/9,4周,1kg,0,5500,USD1170,,,,1170,5500,2200,,,,,0,李小姐 +86-411-87549848 0411-87549848,大连联化化学有限公司,0,,,,胡姗姗,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,"2920900090 工厂有鉴定next_line_format4月10日已付款。"
